Dia,Mes,Ano,Caudal_Diario
21,FEB,1987,22.9
22,FEB,1987,22.9
23,FEB,1987,22.9
24,FEB,1987,21.5
25,FEB,1987,21.3
26,FEB,1987,20.9
27,FEB,1987,20.5
28,FEB,1987,20
29,FEB,1987,
30,FEB,1987,
31,FEB,1987,
1,MAR,1987,20
2,MAR,1987,20
3,MAR,1987,20.5
4,MAR,1987,21.5
5,MAR,1987,30.2
6,MAR,1987,31.8
7,MAR,1987,25.9
8,MAR,1987,27.9
9,MAR,1987,36.4
10,MAR,1987,25.9
11,MAR,1987,33.7
12,MAR,1987,29.5
13,MAR,1987,25.5
14,MAR,1987,28.3
15,MAR,1987,24.4
16,MAR,1987,24.8
17,MAR,1987,21.5
18,MAR,1987,20.2
19,MAR,1987,20.2
20,MAR,1987,19.6
21,MAR,1987,19
22,MAR,1987,19.2
23,MAR,1987,19.6
24,MAR,1987,20.5
25,MAR,1987,21.3
26,MAR,1987,21.5
27,MAR,1987,21.2
28,MAR,1987,20.2
29,MAR,1987,20.2
30,MAR,1987,19.6
31,MAR,1987,18.9
1,ABR,1987,18.9
2,ABR,1987,19.2
3,ABR,1987,25.1
4,ABR,1987,27.1
5,ABR,1987,29.5
6,ABR,1987,34.6
7,ABR,1987,44.2
8,ABR,1987,74
9,ABR,1987,40.2
10,ABR,1987,32.7
11,ABR,1987,58
12,ABR,1987,38.3
13,ABR,1987,32.3
14,ABR,1987,29
15,ABR,1987,27.4
16,ABR,1987,25.9
17,ABR,1987,25.1
18,ABR,1987,24.4
19,ABR,1987,23.7
20,ABR,1987,23.3
21,ABR,1987,25.3
22,ABR,1987,23.7
23,ABR,1987,39.3
24,ABR,1987,52.5
25,ABR,1987,73.1
26,ABR,1987,67.2
27,ABR,1987,49.1
28,ABR,1987,63.2
29,ABR,1987,47.7
30,ABR,1987,60.7
31,ABR,1987,
1,MAY,1987,127
2,MAY,1987,259
3,MAY,1987,227
4,MAY,1987,178
5,MAY,1987,346
6,MAY,1987,270
7,MAY,1987,149
8,MAY,1987,118
9,MAY,1987,94.4
10,MAY,1987,91.5
11,MAY,1987,72.3
12,MAY,1987,64.1
13,MAY,1987,57.6
14,MAY,1987,71.9
15,MAY,1987,73.2
16,MAY,1987,88
17,MAY,1987,87.6
18,MAY,1987,64.9
19,MAY,1987,61.1
20,MAY,1987,132
21,MAY,1987,215
22,MAY,1987,328
23,MAY,1987,229
24,MAY,1987,174
25,MAY,1987,312
26,MAY,1987,152
27,MAY,1987,128
28,MAY,1987,111
29,MAY,1987,93.2
30,MAY,1987,96.4
31,MAY,1987,95
1,JUN,1987,88.8
2,JUN,1987,85.6
3,JUN,1987,183
4,JUN,1987,195
5,JUN,1987,135
6,JUN,1987,203
7,JUN,1987,332
8,JUN,1987,222
9,JUN,1987,179
10,JUN,1987,158
11,JUN,1987,150
12,JUN,1987,126
13,JUN,1987,134
14,JUN,1987,141
15,JUN,1987,154
16,JUN,1987,153
17,JUN,1987,186
18,JUN,1987,170
19,JUN,1987,139
20,JUN,1987,135
21,JUN,1987,189
22,JUN,1987,242
23,JUN,1987,427
24,JUN,1987,313
25,JUN,1987,220
26,JUN,1987,205
27,JUN,1987,177
28,JUN,1987,177
29,JUN,1987,165
30,JUN,1987,152
31,JUN,1987,
1,JUL,1987,142
2,JUL,1987,128
3,JUL,1987,130
4,JUL,1987,132
5,JUL,1987,107
6,JUL,1987,96.6
7,JUL,1987,111
8,JUL,1987,132
9,JUL,1987,116
10,JUL,1987,96.6
11,JUL,1987,131
12,JUL,1987,145
13,JUL,1987,163
14,JUL,1987,119
15,JUL,1987,104
16,JUL,1987,143
17,JUL,1987,202
18,JUL,1987,265
19,JUL,1987,391
20,JUL,1987,282
21,JUL,1987,250
22,JUL,1987,186
23,JUL,1987,303
24,JUL,1987,295
25,JUL,1987,333
26,JUL,1987,327
27,JUL,1987,288
28,JUL,1987,274
29,JUL,1987,275
30,JUL,1987,341
31,JUL,1987,334
1,AGO,1987,345
2,AGO,1987,392
3,AGO,1987,388
4,AGO,1987,410
5,AGO,1987,392
6,AGO,1987,362
7,AGO,1987,409
8,AGO,1987,405
9,AGO,1987,306
10,AGO,1987,282
11,AGO,1987,285
12,AGO,1987,254
13,AGO,1987,262
14,AGO,1987,226
15,AGO,1987,185
16,AGO,1987,172
17,AGO,1987,197
18,AGO,1987,175
19,AGO,1987,229
20,AGO,1987,203
21,AGO,1987,154
22,AGO,1987,212
23,AGO,1987,218
24,AGO,1987,186
25,AGO,1987,220
26,AGO,1987,379
27,AGO,1987,467
28,AGO,1987,315
29,AGO,1987,283
30,AGO,1987,218
31,AGO,1987,205
1,SET,1987,258
2,SET,1987,219
3,SET,1987,230
4,SET,1987,452
5,SET,1987,414
6,SET,1987,302
7,SET,1987,242
8,SET,1987,228
9,SET,1987,292
10,SET,1987,259
11,SET,1987,226
12,SET,1987,210
13,SET,1987,181
14,SET,1987,213
15,SET,1987,179
16,SET,1987,154
17,SET,1987,139
18,SET,1987,156
19,SET,1987,159
20,SET,1987,256
21,SET,1987,217
22,SET,1987,203
23,SET,1987,198
24,SET,1987,168
25,SET,1987,192
26,SET,1987,171
27,SET,1987,150
28,SET,1987,141
29,SET,1987,172
30,SET,1987,208
31,SET,1987,
1,OCT,1987,218
2,OCT,1987,222
3,OCT,1987,208
4,OCT,1987,234
5,OCT,1987,313
6,OCT,1987,438
7,OCT,1987,476
8,OCT,1987,407
9,OCT,1987,316
10,OCT,1987,286
11,OCT,1987,266
12,OCT,1987,256
13,OCT,1987,274
14,OCT,1987,302
15,OCT,1987,260
16,OCT,1987,222
17,OCT,1987,205
18,OCT,1987,211
19,OCT,1987,224
20,OCT,1987,222
21,OCT,1987,233
22,OCT,1987,279
23,OCT,1987,354
24,OCT,1987,305
25,OCT,1987,221
26,OCT,1987,274
27,OCT,1987,329
28,OCT,1987,303
29,OCT,1987,341
30,OCT,1987,347
31,OCT,1987,432
1,NOV,1987,468
2,NOV,1987,366
3,NOV,1987,369
4,NOV,1987,425
5,NOV,1987,368
6,NOV,1987,316
7,NOV,1987,279
8,NOV,1987,262
9,NOV,1987,231
10,NOV,1987,206
11,NOV,1987,191
12,NOV,1987,177
13,NOV,1987,164
14,NOV,1987,160
15,NOV,1987,147
16,NOV,1987,143
17,NOV,1987,129
18,NOV,1987,120
19,NOV,1987,113
20,NOV,1987,111
21,NOV,1987,109
22,NOV,1987,106
23,NOV,1987,103
24,NOV,1987,101
25,NOV,1987,155
26,NOV,1987,180
27,NOV,1987,153
28,NOV,1987,125
29,NOV,1987,113
30,NOV,1987,108
31,NOV,1987,
1,DIC,1987,112
2,DIC,1987,139
3,DIC,1987,110
4,DIC,1987,100
5,DIC,1987,110
6,DIC,1987,122
7,DIC,1987,123
8,DIC,1987,172
9,DIC,1987,204
10,DIC,1987,172
11,DIC,1987,149
12,DIC,1987,135
13,DIC,1987,134
14,DIC,1987,151
15,DIC,1987,135
16,DIC,1987,135
17,DIC,1987,92.8
18,DIC,1987,86.6
19,DIC,1987,80.7
20,DIC,1987,80.7
21,DIC,1987,80.7
22,DIC,1987,80.7
23,DIC,1987,78.7
24,DIC,1987,76.7
25,DIC,1987,74.7
26,DIC,1987,72.9
27,DIC,1987,70.9
28,DIC,1987,69.1
29,DIC,1987,67.3
30,DIC,1987,65.4
31,DIC,1987,
1,ENE,1988,63.8
2,ENE,1988,61.9
3,ENE,1988,60.2
4,ENE,1988,58.6
5,ENE,1988,56.9
6,ENE,1988,55.2
7,ENE,1988,53.6
8,ENE,1988,52.1
9,ENE,1988,50.6
10,ENE,1988,49
11,ENE,1988,48.6
12,ENE,1988,46.1
13,ENE,1988,44.7
14,ENE,1988,42.6
15,ENE,1988,41.6
16,ENE,1988,43.6
17,ENE,1988,42.6
18,ENE,1988,41.6
19,ENE,1988,41.6
20,ENE,1988,40.6
21,ENE,1988,44.2
22,ENE,1988,43.7
23,ENE,1988,39.7
24,ENE,1988,37.8
25,ENE,1988,37.8
26,ENE,1988,36.8
27,ENE,1988,35
28,ENE,1988,35.3
29,ENE,1988,56.1
30,ENE,1988,45.7
31,ENE,1988,39.7
1,FEB,1988,37.8
2,FEB,1988,37.8
3,FEB,1988,35.9
4,FEB,1988,35.7
5,FEB,1988,36.7
6,FEB,1988,34
7,FEB,1988,33.2
8,FEB,1988,32.3
9,FEB,1988,30.6
10,FEB,1988,30.6
11,FEB,1988,31
12,FEB,1988,30.6
13,FEB,1988,30.6
14,FEB,1988,29.8
15,FEB,1988,29
16,FEB,1988,29.8
17,FEB,1988,29.8
18,FEB,1988,28.2
19,FEB,1988,27.4
20,FEB,1988,27.4
21,FEB,1988,25.9
22,FEB,1988,25.9
23,FEB,1988,25.1
24,FEB,1988,25.1
25,FEB,1988,24.3
26,FEB,1988,24.3
27,FEB,1988,26
28,FEB,1988,25.1
29,FEB,1988,24.3
30,FEB,1988,
31,FEB,1988,
1,MAR,1988,23.7
2,MAR,1988,22.9
3,MAR,1988,27.2
4,MAR,1988,21.5
5,MAR,1988,21.5
6,MAR,1988,22.9
7,MAR,1988,23.9
8,MAR,1988,30
9,MAR,1988,28
10,MAR,1988,24.9
11,MAR,1988,33.7
12,MAR,1988,44.4
13,MAR,1988,33.2
14,MAR,1988,37.7
15,MAR,1988,45.3
16,MAR,1988,37.9
17,MAR,1988,29
18,MAR,1988,28.2
19,MAR,1988,27.7
20,MAR,1988,27.3
21,MAR,1988,26.9
22,MAR,1988,26.4
23,MAR,1988,25.9
24,MAR,1988,25.4
25,MAR,1988,25
26,MAR,1988,24.6
27,MAR,1988,24.2
28,MAR,1988,23.8
29,MAR,1988,23.3
30,MAR,1988,22.9
31,MAR,1988,22.6
1,ABR,1988,22.1
2,ABR,1988,21.8
3,ABR,1988,21.3
4,ABR,1988,21
5,ABR,1988,20.6
6,ABR,1988,20.2
7,ABR,1988,21.5
8,ABR,1988,22.9
9,ABR,1988,22.9
10,ABR,1988,18.2
11,ABR,1988,44.5
12,ABR,1988,44.3
13,ABR,1988,32.5
14,ABR,1988,59.1
15,ABR,1988,67
16,ABR,1988,64.2
17,ABR,1988,46.9
18,ABR,1988,39.5
19,ABR,1988,34.4
20,ABR,1988,34.3
21,ABR,1988,32.3
22,ABR,1988,31.6
23,ABR,1988,35
24,ABR,1988,37.8
25,ABR,1988,30.6
26,ABR,1988,29
27,ABR,1988,27.4
28,ABR,1988,25.9
29,ABR,1988,25.9
30,ABR,1988,26.2
31,ABR,1988,
1,MAY,1988,46.6
2,MAY,1988,53.9
3,MAY,1988,39.7
4,MAY,1988,45.6
5,MAY,1988,39.7
6,MAY,1988,37.8
7,MAY,1988,35.7
8,MAY,1988,46
9,MAY,1988,35.9
10,MAY,1988,34.1
11,MAY,1988,34.1
12,MAY,1988,63.2
13,MAY,1988,43.6
14,MAY,1988,37.8
15,MAY,1988,47.9
16,MAY,1988,88.2
17,MAY,1988,169
18,MAY,1988,107
19,MAY,1988,160
20,MAY,1988,122
21,MAY,1988,108
22,MAY,1988,80.8
23,MAY,1988,71.1
24,MAY,1988,66.9
25,MAY,1988,80.4
26,MAY,1988,227
27,MAY,1988,115
28,MAY,1988,158
29,MAY,1988,140
30,MAY,1988,112
31,MAY,1988,98
1,JUN,1988,94.7
2,JUN,1988,96.8
3,JUN,1988,86.3
4,JUN,1988,78.4
5,JUN,1988,98.8
6,JUN,1988,119
7,JUN,1988,106
8,JUN,1988,94.3
9,JUN,1988,113
10,JUN,1988,87.4
11,JUN,1988,153
12,JUN,1988,236
13,JUN,1988,203
14,JUN,1988,186
15,JUN,1988,192
16,JUN,1988,161
17,JUN,1988,219
18,JUN,1988,254
19,JUN,1988,357
20,JUN,1988,266
21,JUN,1988,246
22,JUN,1988,188
23,JUN,1988,181
24,JUN,1988,293
25,JUN,1988,281
26,JUN,1988,226
27,JUN,1988,252
28,JUN,1988,256
29,JUN,1988,219
30,JUN,1988,214
31,JUN,1988,
1,JUL,1988,249
2,JUL,1988,270
3,JUL,1988,235
4,JUL,1988,218
5,JUL,1988,220
6,JUL,1988,256
7,JUL,1988,240
8,JUL,1988,206
9,JUL,1988,181
10,JUL,1988,307
11,JUL,1988,342
12,JUL,1988,265
13,JUL,1988,237
14,JUL,1988,235
15,JUL,1988,237
16,JUL,1988,230
17,JUL,1988,198
18,JUL,1988,183
19,JUL,1988,206
20,JUL,1988,193
21,JUL,1988,176
22,JUL,1988,185
23,JUL,1988,175
24,JUL,1988,185
25,JUL,1988,183
26,JUL,1988,162
27,JUL,1988,112
28,JUL,1988,102
29,JUL,1988,146
30,JUL,1988,246
31,JUL,1988,264
1,AGO,1988,348
2,AGO,1988,342
3,AGO,1988,390
4,AGO,1988,285
5,AGO,1988,246
6,AGO,1988,439
7,AGO,1988,606
8,AGO,1988,480
9,AGO,1988,364
10,AGO,1988,436
11,AGO,1988,337
12,AGO,1988,424
13,AGO,1988,657
14,AGO,1988,711
15,AGO,1988,605
16,AGO,1988,553
17,AGO,1988,495
18,AGO,1988,492
19,AGO,1988,449
20,AGO,1988,697
21,AGO,1988,638
22,AGO,1988,574
23,AGO,1988,600
24,AGO,1988,542
25,AGO,1988,582
26,AGO,1988,639
27,AGO,1988,645
28,AGO,1988,635
29,AGO,1988,634
30,AGO,1988,605
31,AGO,1988,472
1,SET,1988,590
2,SET,1988,612
3,SET,1988,523
4,SET,1988,463
5,SET,1988,450
6,SET,1988,396
7,SET,1988,504
8,SET,1988,498
9,SET,1988,491
10,SET,1988,615
11,SET,1988,685
12,SET,1988,499
13,SET,1988,1679
14,SET,1988,1655
15,SET,1988,1277
16,SET,1988,876
17,SET,1988,834
18,SET,1988,929
19,SET,1988,876
20,SET,1988,708
21,SET,1988,739
22,SET,1988,689
23,SET,1988,718
24,SET,1988,433
25,SET,1988,708
26,SET,1988,771
27,SET,1988,607
28,SET,1988,522
29,SET,1988,559
30,SET,1988,481
31,SET,1988,
1,OCT,1988,673
2,OCT,1988,544
3,OCT,1988,531
4,OCT,1988,468
5,OCT,1988,515
6,OCT,1988,635
7,OCT,1988,629
8,OCT,1988,550
9,OCT,1988,515
10,OCT,1988,449
11,OCT,1988,547
12,OCT,1988,604
13,OCT,1988,550
14,OCT,1988,601
15,OCT,1988,509
16,OCT,1988,496
17,OCT,1988,436
18,OCT,1988,547
19,OCT,1988,512
20,OCT,1988,477
21,OCT,1988,550
22,OCT,1988,4533
23,OCT,1988,1641
24,OCT,1988,1382
25,OCT,1988,1349
26,OCT,1988,743
27,OCT,1988,821
28,OCT,1988,607
29,OCT,1988,489
30,OCT,1988,486
31,OCT,1988,459
1,NOV,1988,426
2,NOV,1988,448
3,NOV,1988,549
4,NOV,1988,670
5,NOV,1988,654
6,NOV,1988,547
7,NOV,1988,503
8,NOV,1988,407
9,NOV,1988,360
10,NOV,1988,338
11,NOV,1988,379
12,NOV,1988,338
13,NOV,1988,319
14,NOV,1988,310
15,NOV,1988,316
16,NOV,1988,305
17,NOV,1988,316
18,NOV,1988,305
19,NOV,1988,263
20,NOV,1988,258
21,NOV,1988,239
22,NOV,1988,235
23,NOV,1988,214
24,NOV,1988,193
25,NOV,1988,185
26,NOV,1988,189
27,NOV,1988,189
28,NOV,1988,185
29,NOV,1988,163
30,NOV,1988,177
31,NOV,1988,
1,DIC,1988,145
2,DIC,1988,174
3,DIC,1988,172
4,DIC,1988,161
5,DIC,1988,144
6,DIC,1988,135
7,DIC,1988,127
8,DIC,1988,123
9,DIC,1988,120
10,DIC,1988,116
11,DIC,1988,112
12,DIC,1988,108
13,DIC,1988,105
14,DIC,1988,102
15,DIC,1988,98.1
16,DIC,1988,94.7
17,DIC,1988,91.4
18,DIC,1988,88.1
19,DIC,1988,85.6
20,DIC,1988,84.4
21,DIC,1988,82.2
22,DIC,1988,81.8
23,DIC,1988,80.7
24,DIC,1988,71.2
25,DIC,1988,78.2
26,DIC,1988,77
27,DIC,1988,76
28,DIC,1988,74.7
29,DIC,1988,73.6
30,DIC,1988,72.9
31,DIC,1988,71.3
1,ENE,1989,70.2
2,ENE,1989,69.1
3,ENE,1989,67.9
4,ENE,1989,66.9
5,ENE,1989,65.8
6,ENE,1989,64.7
7,ENE,1989,62.7
8,ENE,1989,62.7
9,ENE,1989,61.5
10,ENE,1989,60.5
11,ENE,1989,59.7
12,ENE,1989,59
13,ENE,1989,58.1
14,ENE,1989,57.3
15,ENE,1989,56.6
16,ENE,1989,55.7
17,ENE,1989,54.9
18,ENE,1989,54.2
19,ENE,1989,53.4
20,ENE,1989,52.6
21,ENE,1989,51.9
22,ENE,1989,51.1
23,ENE,1989,50.4
24,ENE,1989,49
25,ENE,1989,48.9
26,ENE,1989,47.6
27,ENE,1989,47
28,ENE,1989,46.3
29,ENE,1989,45.8
30,ENE,1989,45.2
31,ENE,1989,44.6
1,FEB,1989,42.9
2,FEB,1989,43.3
3,FEB,1989,42.7
4,FEB,1989,42.1
5,FEB,1989,41.5
6,FEB,1989,41
7,FEB,1989,40.4
8,FEB,1989,39.9
9,FEB,1989,39.3
10,FEB,1989,38.7
11,FEB,1989,38.4
12,FEB,1989,38.2
13,FEB,1989,37.9
14,FEB,1989,37.7
15,FEB,1989,37.4
16,FEB,1989,37.2
17,FEB,1989,36.9
18,FEB,1989,36.6
19,FEB,1989,36.4
20,FEB,1989,36.2
21,FEB,1989,35.9
22,FEB,1989,35.8
23,FEB,1989,35.8
24,FEB,1989,35.7
25,FEB,1989,35.7
26,FEB,1989,35.7
27,FEB,1989,35.5
28,FEB,1989,35.5
29,FEB,1989,
30,FEB,1989,
31,FEB,1989,
1,MAR,1989,35.4
2,MAR,1989,35.3
3,MAR,1989,35.3
4,MAR,1989,35.3
5,MAR,1989,35.3
6,MAR,1989,35.2
7,MAR,1989,35.1
8,MAR,1989,35.1
9,MAR,1989,35
10,MAR,1989,34.7
11,MAR,1989,34.4
12,MAR,1989,34.1
13,MAR,1989,33.8
14,MAR,1989,33.5
15,MAR,1989,33.2
16,MAR,1989,33
17,MAR,1989,32.6
18,MAR,1989,32.3
19,MAR,1989,32.2
20,MAR,1989,32
21,MAR,1989,31.8
22,MAR,1989,31.7
23,MAR,1989,31.5
24,MAR,1989,31.3
25,MAR,1989,31.2
26,MAR,1989,31
27,MAR,1989,30.8
28,MAR,1989,30.6
29,MAR,1989,30.5
30,MAR,1989,30.3
31,MAR,1989,30.2
1,ABR,1989,30
2,ABR,1989,29.8
3,ABR,1989,29.7
4,ABR,1989,29.5
5,ABR,1989,29.3
6,ABR,1989,29.2
7,ABR,1989,29
8,ABR,1989,27.4
9,ABR,1989,27.4
10,ABR,1989,28.2
11,ABR,1989,29
12,ABR,1989,28.6
13,ABR,1989,32.7
14,ABR,1989,30.6
15,ABR,1989,27.4
16,ABR,1989,27.4
17,ABR,1989,32.6
18,ABR,1989,30.6
19,ABR,1989,27.4
20,ABR,1989,27.4
21,ABR,1989,25.9
22,ABR,1989,25.9
23,ABR,1989,42
24,ABR,1989,52.2
25,ABR,1989,48.9
26,ABR,1989,43.7
27,ABR,1989,54.6
28,ABR,1989,55.5
29,ABR,1989,62.6
30,ABR,1989,59.3
31,ABR,1989,
1,MAY,1989,56.1
2,MAY,1989,57.6
3,MAY,1989,59.3
4,MAY,1989,61.5
5,MAY,1989,96.4
6,MAY,1989,75.1
7,MAY,1989,61.8
8,MAY,1989,72.8
9,MAY,1989,76
10,MAY,1989,91.6
11,MAY,1989,126
12,MAY,1989,108
13,MAY,1989,170
14,MAY,1989,142
15,MAY,1989,100
16,MAY,1989,90.8
17,MAY,1989,70.8
18,MAY,1989,62.8
19,MAY,1989,70.8
20,MAY,1989,62.1
21,MAY,1989,62.1
22,MAY,1989,70.2
23,MAY,1989,155
24,MAY,1989,165
25,MAY,1989,134
26,MAY,1989,124
27,MAY,1989,120
28,MAY,1989,129
29,MAY,1989,167
30,MAY,1989,119
31,MAY,1989,96.6
1,JUN,1989,90.9
2,JUN,1989,96.2
3,JUN,1989,92.4
4,JUN,1989,80
5,JUN,1989,94.2
6,JUN,1989,89.8
7,JUN,1989,83.2
8,JUN,1989,89.8
9,JUN,1989,151
10,JUN,1989,115
11,JUN,1989,101
12,JUN,1989,111
13,JUN,1989,96.6
14,JUN,1989,89.8
15,JUN,1989,85.5
16,JUN,1989,121
17,JUN,1989,141
18,JUN,1989,96.6
19,JUN,1989,105
20,JUN,1989,103
21,JUN,1989,89.8
22,JUN,1989,100
23,JUN,1989,88.1
24,JUN,1989,89.1
25,JUN,1989,111
26,JUN,1989,113
27,JUN,1989,166
28,JUN,1989,128
29,JUN,1989,111
30,JUN,1989,124
31,JUN,1989,
1,JUL,1989,128
2,JUL,1989,123
3,JUL,1989,111
4,JUL,1989,100
5,JUL,1989,96.6
6,JUL,1989,111
7,JUL,1989,137
8,JUL,1989,122
9,JUL,1989,118
10,JUL,1989,144
11,JUL,1989,119
12,JUL,1989,115
13,JUL,1989,104
14,JUL,1989,96.6
15,JUL,1989,83.2
16,JUL,1989,76.9
17,JUL,1989,76.9
18,JUL,1989,110
19,JUL,1989,83.2
20,JUL,1989,106
21,JUL,1989,135
22,JUL,1989,171
23,JUL,1989,214
24,JUL,1989,147
25,JUL,1989,153
26,JUL,1989,218
27,JUL,1989,230
28,JUL,1989,169
29,JUL,1989,151
30,JUL,1989,130
31,JUL,1989,123
1,AGO,1989,137
2,AGO,1989,147
3,AGO,1989,134
4,AGO,1989,131
5,AGO,1989,121
6,AGO,1989,148
7,AGO,1989,198
8,AGO,1989,180
9,AGO,1989,181
10,AGO,1989,160
11,AGO,1989,197
12,AGO,1989,313
13,AGO,1989,380
14,AGO,1989,273
15,AGO,1989,381
16,AGO,1989,314
17,AGO,1989,267
18,AGO,1989,220
19,AGO,1989,198
20,AGO,1989,200
21,AGO,1989,189
22,AGO,1989,223
23,AGO,1989,193
24,AGO,1989,188
25,AGO,1989,179
26,AGO,1989,236
27,AGO,1989,211
28,AGO,1989,177
29,AGO,1989,193
30,AGO,1989,307
31,AGO,1989,506
1,SET,1989,301
2,SET,1989,245
3,SET,1989,217
4,SET,1989,224
5,SET,1989,249
6,SET,1989,310
7,SET,1989,391
8,SET,1989,487
9,SET,1989,350
10,SET,1989,354
11,SET,1989,329
12,SET,1989,288
13,SET,1989,413
14,SET,1989,471
15,SET,1989,388
16,SET,1989,365
17,SET,1989,355
18,SET,1989,349
19,SET,1989,342
20,SET,1989,322
21,SET,1989,419
22,SET,1989,492
23,SET,1989,488
24,SET,1989,415
25,SET,1989,322
26,SET,1989,357
27,SET,1989,356
28,SET,1989,413
29,SET,1989,351
30,SET,1989,329
31,SET,1989,
1,OCT,1989,336
2,OCT,1989,317
3,OCT,1989,265
4,OCT,1989,252
5,OCT,1989,308
6,OCT,1989,288
7,OCT,1989,238
8,OCT,1989,218
9,OCT,1989,239
10,OCT,1989,279
11,OCT,1989,297
12,OCT,1989,347
13,OCT,1989,456
14,OCT,1989,386
15,OCT,1989,375
16,OCT,1989,469
17,OCT,1989,351
18,OCT,1989,327
19,OCT,1989,274
20,OCT,1989,229
21,OCT,1989,293
22,OCT,1989,303
23,OCT,1989,276
24,OCT,1989,229
25,OCT,1989,236
26,OCT,1989,284
27,OCT,1989,251
28,OCT,1989,208
29,OCT,1989,195
30,OCT,1989,182
31,OCT,1989,169
1,NOV,1989,151
2,NOV,1989,186
3,NOV,1989,302
4,NOV,1989,243
5,NOV,1989,197
6,NOV,1989,179
7,NOV,1989,238
8,NOV,1989,294
9,NOV,1989,210
10,NOV,1989,262
11,NOV,1989,304
12,NOV,1989,276
13,NOV,1989,266
14,NOV,1989,252
15,NOV,1989,208
16,NOV,1989,191
17,NOV,1989,174
18,NOV,1989,151
19,NOV,1989,143
20,NOV,1989,134
21,NOV,1989,124
22,NOV,1989,126
23,NOV,1989,126
24,NOV,1989,126
25,NOV,1989,171
26,NOV,1989,169
27,NOV,1989,189
28,NOV,1989,165
29,NOV,1989,172
30,NOV,1989,151
31,NOV,1989,
1,DIC,1989,203
2,DIC,1989,183
3,DIC,1989,257
4,DIC,1989,357
5,DIC,1989,279
6,DIC,1989,258
7,DIC,1989,235
8,DIC,1989,231
9,DIC,1989,208
10,DIC,1989,188
11,DIC,1989,172
12,DIC,1989,158
13,DIC,1989,151
14,DIC,1989,143
15,DIC,1989,130
16,DIC,1989,119
17,DIC,1989,111
18,DIC,1989,104
19,DIC,1989,102
20,DIC,1989,96.6
21,DIC,1989,89.8
22,DIC,1989,73.8
23,DIC,1989,83.2
24,DIC,1989,81.6
25,DIC,1989,81.6
26,DIC,1989,76.9
27,DIC,1989,76.9
28,DIC,1989,73.8
29,DIC,1989,73.8
30,DIC,1989,67.8
31,DIC,1989,64.9
1,ENE,1990,64.9
2,ENE,1990,64.9
3,ENE,1990,62.1
4,ENE,1990,59.3
5,ENE,1990,59.3
6,ENE,1990,59.3
7,ENE,1990,58
8,ENE,1990,63
9,ENE,1990,90.8
10,ENE,1990,73.8
11,ENE,1990,64.9
12,ENE,1990,55.3
13,ENE,1990,62.1
14,ENE,1990,60.7
15,ENE,1990,54
16,ENE,1990,53
17,ENE,1990,48.1
18,ENE,1990,48.1
19,ENE,1990,47.7
20,ENE,1990,46.9
21,ENE,1990,46.1
22,ENE,1990,45.3
23,ENE,1990,44.5
24,ENE,1990,43.7
25,ENE,1990,43
26,ENE,1990,42.2
27,ENE,1990,41.5
28,ENE,1990,40.7
29,ENE,1990,40
30,ENE,1990,39.3
31,ENE,1990,38.5
1,FEB,1990,37.8
2,FEB,1990,37.1
3,FEB,1990,36.4
4,FEB,1990,35.7
5,FEB,1990,35
6,FEB,1990,34.3
7,FEB,1990,33.7
8,FEB,1990,33
9,FEB,1990,32.3
10,FEB,1990,31.6
11,FEB,1990,31
12,FEB,1990,30.4
13,FEB,1990,29.8
14,FEB,1990,29.1
15,FEB,1990,29.1
16,FEB,1990,29.1
17,FEB,1990,28.1
18,FEB,1990,28.1
19,FEB,1990,28.1
20,FEB,1990,31
21,FEB,1990,34.1
22,FEB,1990,31
23,FEB,1990,31
24,FEB,1990,35.5
25,FEB,1990,30.1
26,FEB,1990,27.2
27,FEB,1990,27.2
28,FEB,1990,27.2
29,FEB,1990,
30,FEB,1990,
31,FEB,1990,
1,MAR,1990,27.2
2,MAR,1990,27.2
3,MAR,1990,25
4,MAR,1990,27.2
5,MAR,1990,29.1
6,MAR,1990,27.2
7,MAR,1990,27.2
8,MAR,1990,27.2
9,MAR,1990,27.2
10,MAR,1990,25.4
11,MAR,1990,25.4
12,MAR,1990,25.4
13,MAR,1990,23.6
14,MAR,1990,23.6
15,MAR,1990,23.6
16,MAR,1990,43.2
17,MAR,1990,41.8
18,MAR,1990,48.2
19,MAR,1990,35.1
20,MAR,1990,30.1
21,MAR,1990,33.4
22,MAR,1990,27.2
23,MAR,1990,27.2
24,MAR,1990,27.2
25,MAR,1990,26.3
26,MAR,1990,35.4
27,MAR,1990,39.5
28,MAR,1990,35.1
29,MAR,1990,31
30,MAR,1990,31
31,MAR,1990,31
1,ABR,1990,44.4
2,ABR,1990,42.9
3,ABR,1990,42.9
4,ABR,1990,44.1
5,ABR,1990,39.5
6,ABR,1990,35.1
7,ABR,1990,39.6
8,ABR,1990,38.4
9,ABR,1990,35.1
10,ABR,1990,31
11,ABR,1990,31
12,ABR,1990,28.1
13,ABR,1990,31
14,ABR,1990,35.1
15,ABR,1990,35.1
16,ABR,1990,35.1
17,ABR,1990,34.1
18,ABR,1990,35.1
19,ABR,1990,31
20,ABR,1990,35.1
21,ABR,1990,46.5
22,ABR,1990,72.9
23,ABR,1990,79.1
24,ABR,1990,148
25,ABR,1990,150
26,ABR,1990,111
27,ABR,1990,124
28,ABR,1990,114
29,ABR,1990,123
30,ABR,1990,171
31,ABR,1990,
1,MAY,1990,144
2,MAY,1990,154
