Dia,Mes,Ano,Caudal_Diario
13,DIC,1983,115
14,DIC,1983,114
15,DIC,1983,140
16,DIC,1983,164
17,DIC,1983,141
18,DIC,1983,110
19,DIC,1983,122
20,DIC,1983,126
21,DIC,1983,105
22,DIC,1983,99.2
23,DIC,1983,92.8
24,DIC,1983,90.1
25,DIC,1983,87.4
26,DIC,1983,83.4
27,DIC,1983,86.4
28,DIC,1983,79.5
29,DIC,1983,80
30,DIC,1983,90.1
31,DIC,1983,86.7
1,ENE,1984,77
2,ENE,1984,77
3,ENE,1984,78.9
4,ENE,1984,81.7
5,ENE,1984,78.3
6,ENE,1984,75.8
7,ENE,1984,81.2
8,ENE,1984,112
9,ENE,1984,91.8
10,ENE,1984,75.8
11,ENE,1984,72.1
12,ENE,1984,70.5
13,ENE,1984,67.4
14,ENE,1984,65.1
15,ENE,1984,65.1
16,ENE,1984,62.8
17,ENE,1984,60.6
18,ENE,1984,58.5
19,ENE,1984,58.5
20,ENE,1984,63.3
21,ENE,1984,65.3
22,ENE,1984,58.6
23,ENE,1984,55.3
24,ENE,1984,54.3
25,ENE,1984,52.2
26,ENE,1984,53.4
27,ENE,1984,52.2
28,ENE,1984,50.2
29,ENE,1984,49.2
30,ENE,1984,48.3
31,ENE,1984,48.3
1,FEB,1984,46.4
2,FEB,1984,46.4
3,FEB,1984,44.5
4,FEB,1984,46.2
5,FEB,1984,52.5
6,FEB,1984,45.8
7,FEB,1984,44.5
8,FEB,1984,43.6
9,FEB,1984,42.7
10,FEB,1984,40.9
11,FEB,1984,45.8
12,FEB,1984,42.2
13,FEB,1984,46
14,FEB,1984,44.6
15,FEB,1984,49.8
16,FEB,1984,58.3
17,FEB,1984,45.4
18,FEB,1984,42.7
19,FEB,1984,40.9
20,FEB,1984,41.8
21,FEB,1984,47.8
22,FEB,1984,54.6
23,FEB,1984,48.6
24,FEB,1984,51.8
25,FEB,1984,70.6
26,FEB,1984,56.7
27,FEB,1984,60.5
28,FEB,1984,86.1
29,FEB,1984,58.5
30,FEB,1984,
31,FEB,1984,
1,MAR,1984,58.1
2,MAR,1984,54.3
3,MAR,1984,50.2
4,MAR,1984,46.4
5,MAR,1984,47.8
6,MAR,1984,56.7
7,MAR,1984,59.2
8,MAR,1984,50.2
9,MAR,1984,45.4
10,MAR,1984,42.7
11,MAR,1984,41.8
12,MAR,1984,40
13,MAR,1984,39.2
14,MAR,1984,37.5
15,MAR,1984,37.5
16,MAR,1984,35.8
17,MAR,1984,34.9
18,MAR,1984,35.8
19,MAR,1984,41.6
20,MAR,1984,42.3
21,MAR,1984,39.1
22,MAR,1984,37.5
23,MAR,1984,47.1
24,MAR,1984,54.6
25,MAR,1984,39.2
26,MAR,1984,37.5
27,MAR,1984,35.8
28,MAR,1984,36.6
29,MAR,1984,35.8
30,MAR,1984,34.9
31,MAR,1984,34.1
1,ABR,1984,35.8
2,ABR,1984,34.1
3,ABR,1984,32.5
4,ABR,1984,31.7
5,ABR,1984,32.5
6,ABR,1984,34.1
7,ABR,1984,31.7
8,ABR,1984,30.9
9,ABR,1984,30.9
10,ABR,1984,30.1
11,ABR,1984,31.7
12,ABR,1984,33
13,ABR,1984,34.1
14,ABR,1984,39.6
15,ABR,1984,35.8
16,ABR,1984,41.6
17,ABR,1984,33.6
18,ABR,1984,30.9
19,ABR,1984,29.3
20,ABR,1984,29.3
21,ABR,1984,27.7
22,ABR,1984,28
23,ABR,1984,47.1
24,ABR,1984,140
25,ABR,1984,162
26,ABR,1984,81.7
27,ABR,1984,79.3
28,ABR,1984,78.3
29,ABR,1984,74.3
30,ABR,1984,285
31,ABR,1984,
1,MAY,1984,128
2,MAY,1984,90.3
3,MAY,1984,77
4,MAY,1984,91.6
5,MAY,1984,85.6
6,MAY,1984,86.3
7,MAY,1984,78.3
8,MAY,1984,77
9,MAY,1984,77.2
10,MAY,1984,96.3
11,MAY,1984,95.4
12,MAY,1984,94.5
13,MAY,1984,87.4
14,MAY,1984,92
15,MAY,1984,105
16,MAY,1984,131
17,MAY,1984,148
18,MAY,1984,124
19,MAY,1984,102
20,MAY,1984,92.5
21,MAY,1984,89.9
22,MAY,1984,93.9
23,MAY,1984,181
24,MAY,1984,166
25,MAY,1984,151
26,MAY,1984,290
27,MAY,1984,466
28,MAY,1984,310
29,MAY,1984,251
30,MAY,1984,216
31,MAY,1984,241
1,JUN,1984,651
2,JUN,1984,494
3,JUN,1984,384
4,JUN,1984,432
5,JUN,1984,318
6,JUN,1984,257
7,JUN,1984,275
8,JUN,1984,281
9,JUN,1984,208
10,JUN,1984,206
11,JUN,1984,217
12,JUN,1984,275
13,JUN,1984,219
14,JUN,1984,175
15,JUN,1984,172
16,JUN,1984,152
17,JUN,1984,140
18,JUN,1984,129
19,JUN,1984,116
20,JUN,1984,114
21,JUN,1984,115
22,JUN,1984,128
23,JUN,1984,127
24,JUN,1984,193
25,JUN,1984,238
26,JUN,1984,187
27,JUN,1984,155
28,JUN,1984,148
29,JUN,1984,190
30,JUN,1984,235
31,JUN,1984,
1,JUL,1984,245
2,JUL,1984,212
3,JUL,1984,224
4,JUL,1984,275
5,JUL,1984,326
6,JUL,1984,277
7,JUL,1984,288
8,JUL,1984,300
9,JUL,1984,244
10,JUL,1984,222
11,JUL,1984,208
12,JUL,1984,201
13,JUL,1984,172
14,JUL,1984,165
15,JUL,1984,146
16,JUL,1984,133
17,JUL,1984,122
18,JUL,1984,113
19,JUL,1984,115
20,JUL,1984,135
21,JUL,1984,168
22,JUL,1984,199
23,JUL,1984,173
24,JUL,1984,117
25,JUL,1984,120
26,JUL,1984,151
27,JUL,1984,112
28,JUL,1984,148
29,JUL,1984,150
30,JUL,1984,164
31,JUL,1984,150
1,AGO,1984,258
2,AGO,1984,191
3,AGO,1984,191
4,AGO,1984,175
5,AGO,1984,147
6,AGO,1984,127
7,AGO,1984,120
8,AGO,1984,113
9,AGO,1984,106
10,AGO,1984,122
11,AGO,1984,156
12,AGO,1984,183
13,AGO,1984,177
14,AGO,1984,136
15,AGO,1984,132
16,AGO,1984,174
17,AGO,1984,187
18,AGO,1984,140
19,AGO,1984,183
20,AGO,1984,211
21,AGO,1984,279
22,AGO,1984,253
23,AGO,1984,180
24,AGO,1984,247
25,AGO,1984,175
26,AGO,1984,145
27,AGO,1984,146
28,AGO,1984,148
29,AGO,1984,169
30,AGO,1984,209
31,AGO,1984,262
1,SET,1984,251
2,SET,1984,228
3,SET,1984,297
4,SET,1984,235
5,SET,1984,204
6,SET,1984,200
7,SET,1984,190
8,SET,1984,234
9,SET,1984,450
10,SET,1984,404
11,SET,1984,488
12,SET,1984,390
13,SET,1984,422
14,SET,1984,369
15,SET,1984,348
16,SET,1984,314
17,SET,1984,390
18,SET,1984,448
19,SET,1984,435
20,SET,1984,460
21,SET,1984,501
22,SET,1984,675
23,SET,1984,616
24,SET,1984,663
25,SET,1984,596
26,SET,1984,507
27,SET,1984,431
28,SET,1984,369
29,SET,1984,386
30,SET,1984,342
31,SET,1984,
1,OCT,1984,224
2,OCT,1984,226
3,OCT,1984,328
4,OCT,1984,388
5,OCT,1984,264
6,OCT,1984,280
7,OCT,1984,295
8,OCT,1984,514
9,OCT,1984,458
10,OCT,1984,513
11,OCT,1984,493
12,OCT,1984,413
13,OCT,1984,416
14,OCT,1984,330
15,OCT,1984,324
16,OCT,1984,336
17,OCT,1984,346
18,OCT,1984,290
19,OCT,1984,265
20,OCT,1984,284
21,OCT,1984,298
22,OCT,1984,292
23,OCT,1984,282
24,OCT,1984,288
25,OCT,1984,306
26,OCT,1984,291
27,OCT,1984,773
28,OCT,1984,918
29,OCT,1984,602
30,OCT,1984,504
31,OCT,1984,489
1,NOV,1984,418
2,NOV,1984,363
3,NOV,1984,350
4,NOV,1984,369
5,NOV,1984,350
6,NOV,1984,429
7,NOV,1984,452
8,NOV,1984,343
9,NOV,1984,360
10,NOV,1984,312
11,NOV,1984,306
12,NOV,1984,321
13,NOV,1984,272
14,NOV,1984,240
15,NOV,1984,250
16,NOV,1984,262
17,NOV,1984,279
18,NOV,1984,592
19,NOV,1984,381
20,NOV,1984,302
21,NOV,1984,267
22,NOV,1984,304
23,NOV,1984,261
24,NOV,1984,251
25,NOV,1984,208
26,NOV,1984,286
27,NOV,1984,278
28,NOV,1984,233
29,NOV,1984,196
30,NOV,1984,180
31,NOV,1984,
1,DIC,1984,168
2,DIC,1984,155
3,DIC,1984,147
4,DIC,1984,139
5,DIC,1984,131
6,DIC,1984,125
7,DIC,1984,120
8,DIC,1984,113
9,DIC,1984,109
10,DIC,1984,106
11,DIC,1984,99.2
12,DIC,1984,96
13,DIC,1984,94.4
14,DIC,1984,92.8
15,DIC,1984,87.3
16,DIC,1984,86
17,DIC,1984,84.7
18,DIC,1984,82.1
19,DIC,1984,78.3
20,DIC,1984,78.3
21,DIC,1984,77
22,DIC,1984,74.5
23,DIC,1984,72.1
24,DIC,1984,72.1
25,DIC,1984,69.7
26,DIC,1984,67.4
27,DIC,1984,67.4
28,DIC,1984,65.1
29,DIC,1984,62.8
30,DIC,1984,62.8
31,DIC,1984,62.8
1,ENE,1985,60.6
2,ENE,1985,59.5
3,ENE,1985,57.4
4,ENE,1985,56.3
5,ENE,1985,55.3
6,ENE,1985,53.2
7,ENE,1985,52.2
8,ENE,1985,51.2
9,ENE,1985,49.2
10,ENE,1985,48.3
11,ENE,1985,47.8
12,ENE,1985,47.4
13,ENE,1985,47
14,ENE,1985,46.6
15,ENE,1985,46.4
16,ENE,1985,45.8
17,ENE,1985,45.4
18,ENE,1985,44.8
19,ENE,1985,44.3
20,ENE,1985,43.9
21,ENE,1985,43.3
22,ENE,1985,4209
23,ENE,1985,4243
24,ENE,1985,41.9
25,ENE,1985,41.4
26,ENE,1985,40.9
27,ENE,1985,40.5
28,ENE,1985,40
29,ENE,1985,39.5
30,ENE,1985,39.1
31,ENE,1985,38.6
1,FEB,1985,38.1
2,FEB,1985,37.6
3,FEB,1985,37.2
4,FEB,1985,36.8
5,FEB,1985,36.3
6,FEB,1985,35.9
7,FEB,1985,35.4
8,FEB,1985,34.9
9,FEB,1985,34.9
10,FEB,1985,34.9
11,FEB,1985,34.1
12,FEB,1985,34.1
13,FEB,1985,35
14,FEB,1985,32.5
15,FEB,1985,32.5
16,FEB,1985,31.7
17,FEB,1985,30.9
18,FEB,1985,30.9
19,FEB,1985,30.9
20,FEB,1985,30.1
21,FEB,1985,29.3
22,FEB,1985,28.5
23,FEB,1985,28.4
24,FEB,1985,27.8
25,FEB,1985,27.5
26,FEB,1985,27
27,FEB,1985,26.5
28,FEB,1985,26.2
29,FEB,1985,
30,FEB,1985,
31,FEB,1985,
1,MAR,1985,26.1
2,MAR,1985,26.1
3,MAR,1985,25.9
4,MAR,1985,25.8
5,MAR,1985,25.7
6,MAR,1985,25.7
7,MAR,1985,25.6
8,MAR,1985,25.5
9,MAR,1985,25.4
10,MAR,1985,25.4
11,MAR,1985,25.3
12,MAR,1985,25.2
13,MAR,1985,25.1
14,MAR,1985,25
15,MAR,1985,24.9
16,MAR,1985,24.9
17,MAR,1985,24.8
18,MAR,1985,25.4
19,MAR,1985,27
20,MAR,1985,26.3
21,MAR,1985,24.8
22,MAR,1985,24.5
23,MAR,1985,24.3
24,MAR,1985,24.1
25,MAR,1985,23.8
26,MAR,1985,23.5
27,MAR,1985,23.2
28,MAR,1985,23
29,MAR,1985,22.7
30,MAR,1985,22.5
31,MAR,1985,22.3
1,ABR,1985,22
2,ABR,1985,25.6
3,ABR,1985,30.9
4,ABR,1985,22.5
5,ABR,1985,22.1
6,ABR,1985,21.5
7,ABR,1985,20.8
8,ABR,1985,21
9,ABR,1985,21.2
10,ABR,1985,24.7
11,ABR,1985,25.6
12,ABR,1985,22.4
13,ABR,1985,20.7
14,ABR,1985,25.3
15,ABR,1985,30.8
16,ABR,1985,28
17,ABR,1985,23.6
18,ABR,1985,23
19,ABR,1985,23.2
20,ABR,1985,28.5
21,ABR,1985,35.5
22,ABR,1985,40.5
23,ABR,1985,39.8
24,ABR,1985,51.4
25,ABR,1985,84
26,ABR,1985,76.8
27,ABR,1985,60.7
28,ABR,1985,60.3
29,ABR,1985,47.8
30,ABR,1985,46.9
31,ABR,1985,
1,MAY,1985,74.8
2,MAY,1985,98.8
3,MAY,1985,82.8
4,MAY,1985,83.2
5,MAY,1985,61.7
6,MAY,1985,53.9
7,MAY,1985,55.4
8,MAY,1985,105
9,MAY,1985,126
10,MAY,1985,104
11,MAY,1985,160
12,MAY,1985,189
13,MAY,1985,248
14,MAY,1985,262
15,MAY,1985,120
16,MAY,1985,105
17,MAY,1985,213
18,MAY,1985,293
19,MAY,1985,145
20,MAY,1985,114
21,MAY,1985,104
22,MAY,1985,92
23,MAY,1985,96.9
24,MAY,1985,88.1
25,MAY,1985,121
26,MAY,1985,114
27,MAY,1985,112
28,MAY,1985,96.9
29,MAY,1985,137
30,MAY,1985,138
31,MAY,1985,104
1,JUN,1985,136
2,JUN,1985,222
3,JUN,1985,334
4,JUN,1985,312
5,JUN,1985,390
6,JUN,1985,248
7,JUN,1985,244
8,JUN,1985,239
9,JUN,1985,269
10,JUN,1985,269
11,JUN,1985,270
12,JUN,1985,266
13,JUN,1985,246
14,JUN,1985,206
15,JUN,1985,249
16,JUN,1985,304
17,JUN,1985,247
18,JUN,1985,169
19,JUN,1985,145
20,JUN,1985,137
21,JUN,1985,120
22,JUN,1985,110
23,JUN,1985,121
24,JUN,1985,143
25,JUN,1985,118
26,JUN,1985,154
27,JUN,1985,120
28,JUN,1985,109
29,JUN,1985,99.2
30,JUN,1985,96
31,JUN,1985,
1,JUL,1985,92.8
2,JUL,1985,87.3
3,JUL,1985,82.1
4,JUL,1985,77
5,JUL,1985,74.5
6,JUL,1985,77.1
7,JUL,1985,69.7
8,JUL,1985,67.4
9,JUL,1985,74.7
10,JUL,1985,87
11,JUL,1985,110
12,JUL,1985,106
13,JUL,1985,83.4
14,JUL,1985,79.5
15,JUL,1985,72.9
16,JUL,1985,81.1
17,JUL,1985,90.1
18,JUL,1985,93.7
19,JUL,1985,78.1
20,JUL,1985,77
21,JUL,1985,72
22,JUL,1985,70.2
23,JUL,1985,89.8
24,JUL,1985,142
25,JUL,1985,125
26,JUL,1985,162
27,JUL,1985,139
28,JUL,1985,156
29,JUL,1985,269
30,JUL,1985,276
31,JUL,1985,179
1,AGO,1985,148
2,AGO,1985,147
3,AGO,1985,156
4,AGO,1985,141
5,AGO,1985,125
6,AGO,1985,126
7,AGO,1985,124
8,AGO,1985,122
9,AGO,1985,122
10,AGO,1985,121
11,AGO,1985,125
12,AGO,1985,109
13,AGO,1985,99.2
14,AGO,1985,110
15,AGO,1985,119
16,AGO,1985,138
17,AGO,1985,212
18,AGO,1985,230
19,AGO,1985,201
20,AGO,1985,537
21,AGO,1985,465
22,AGO,1985,337
23,AGO,1985,407
24,AGO,1985,372
25,AGO,1985,369
26,AGO,1985,372
27,AGO,1985,457
28,AGO,1985,351
29,AGO,1985,405
30,AGO,1985,376
31,AGO,1985,281
1,SET,1985,257
2,SET,1985,238
3,SET,1985,289
4,SET,1985,365
5,SET,1985,325
6,SET,1985,309
7,SET,1985,304
8,SET,1985,345
9,SET,1985,397
10,SET,1985,464
11,SET,1985,398
12,SET,1985,510
13,SET,1985,432
14,SET,1985,520
15,SET,1985,551
16,SET,1985,520
17,SET,1985,416
18,SET,1985,366
19,SET,1985,378
20,SET,1985,342
21,SET,1985,480
22,SET,1985,365
23,SET,1985,334
24,SET,1985,274
25,SET,1985,253
26,SET,1985,356
27,SET,1985,375
28,SET,1985,429
29,SET,1985,337
30,SET,1985,290
31,SET,1985,
1,OCT,1985,241
2,OCT,1985,338
3,OCT,1985,653
4,OCT,1985,494
5,OCT,1985,430
6,OCT,1985,371
7,OCT,1985,316
8,OCT,1985,413
9,OCT,1985,404
10,OCT,1985,329
11,OCT,1985,295
12,OCT,1985,301
13,OCT,1985,285
14,OCT,1985,256
15,OCT,1985,297
16,OCT,1985,310
17,OCT,1985,324
18,OCT,1985,318
19,OCT,1985,254
20,OCT,1985,305
21,OCT,1985,360
22,OCT,1985,374
23,OCT,1985,348
24,OCT,1985,369
25,OCT,1985,324
26,OCT,1985,305
27,OCT,1985,381
28,OCT,1985,492
29,OCT,1985,560
30,OCT,1985,1076
31,OCT,1985,1275
1,NOV,1985,1210
2,NOV,1985,952
3,NOV,1985,743
4,NOV,1985,660
5,NOV,1985,579
6,NOV,1985,478
7,NOV,1985,423
8,NOV,1985,363
9,NOV,1985,313
10,NOV,1985,276
11,NOV,1985,253
12,NOV,1985,221
13,NOV,1985,212
14,NOV,1985,238
15,NOV,1985,218
16,NOV,1985,253
17,NOV,1985,212
18,NOV,1985,199
19,NOV,1985,187
20,NOV,1985,189
21,NOV,1985,188
22,NOV,1985,195
23,NOV,1985,177
24,NOV,1985,177
25,NOV,1985,165
26,NOV,1985,151
27,NOV,1985,135
28,NOV,1985,136
29,NOV,1985,145
30,NOV,1985,145
31,NOV,1985,
1,DIC,1985,232
2,DIC,1985,174
3,DIC,1985,154
4,DIC,1985,141
5,DIC,1985,146
6,DIC,1985,202
7,DIC,1985,225
8,DIC,1985,190
9,DIC,1985,173
10,DIC,1985,162
11,DIC,1985,135
12,DIC,1985,140
13,DIC,1985,153
14,DIC,1985,135
15,DIC,1985,127
16,DIC,1985,115
17,DIC,1985,106
18,DIC,1985,101
19,DIC,1985,99.2
20,DIC,1985,92.8
21,DIC,1985,90
22,DIC,1985,87.3
23,DIC,1985,82.1
24,DIC,1985,82.1
25,DIC,1985,77
26,DIC,1985,74.5
27,DIC,1985,72.1
28,DIC,1985,73.1
29,DIC,1985,72.1
30,DIC,1985,73.9
31,DIC,1985,70.2
1,ENE,1986,67.4
2,ENE,1986,65.1
3,ENE,1986,65.1
4,ENE,1986,65.7
5,ENE,1986,66.2
6,ENE,1986,63.9
7,ENE,1986,60.6
8,ENE,1986,60.6
9,ENE,1986,58.4
10,ENE,1986,56.3
11,ENE,1986,54.2
12,ENE,1986,54.2
13,ENE,1986,53.2
14,ENE,1986,51.2
15,ENE,1986,51.2
16,ENE,1986,50.2
17,ENE,1986,48.3
18,ENE,1986,47.3
19,ENE,1986,46.4
20,ENE,1986,46.4
21,ENE,1986,46.4
22,ENE,1986,44.5
23,ENE,1986,44.5
24,ENE,1986,43.6
25,ENE,1986,42.7
26,ENE,1986,42.7
27,ENE,1986,41.8
28,ENE,1986,40.9
29,ENE,1986,40.9
30,ENE,1986,40.9
31,ENE,1986,40.9
1,FEB,1986,40.9
2,FEB,1986,39.2
3,FEB,1986,39.2
4,FEB,1986,40.9
5,FEB,1986,39.2
6,FEB,1986,40
7,FEB,1986,38
8,FEB,1986,37.5
9,FEB,1986,37.5
10,FEB,1986,36.6
11,FEB,1986,35.8
12,FEB,1986,39.2
13,FEB,1986,38.3
14,FEB,1986,36.6
15,FEB,1986,35.8
16,FEB,1986,34.9
17,FEB,1986,34.1
18,FEB,1986,34.1
19,FEB,1986,39.7
20,FEB,1986,32.6
21,FEB,1986,34.1
22,FEB,1986,33.2
23,FEB,1986,31.9
24,FEB,1986,41.6
25,FEB,1986,37.1
26,FEB,1986,35.1
27,FEB,1986,33.2
28,FEB,1986,32.3
29,FEB,1986,
30,FEB,1986,
31,FEB,1986,
1,MAR,1986,30.6
2,MAR,1986,30.6
3,MAR,1986,29
4,MAR,1986,33.1
5,MAR,1986,36.2
6,MAR,1986,30.6
7,MAR,1986,28.2
8,MAR,1986,27.4
9,MAR,1986,26.6
10,MAR,1986,25.9
11,MAR,1986,25.9
12,MAR,1986,25.9
13,MAR,1986,25.9
14,MAR,1986,25.9
15,MAR,1986,27.4
16,MAR,1986,27.4
17,MAR,1986,26.6
18,MAR,1986,25.9
19,MAR,1986,25.1
20,MAR,1986,25.1
21,MAR,1986,29.5
22,MAR,1986,30.2
23,MAR,1986,25.9
24,MAR,1986,27.4
25,MAR,1986,25.9
26,MAR,1986,25.1
27,MAR,1986,24.4
28,MAR,1986,24.4
29,MAR,1986,27.5
30,MAR,1986,25.1
31,MAR,1986,26.8
1,ABR,1986,31.6
2,ABR,1986,33.6
3,ABR,1986,35.2
4,ABR,1986,31.7
5,ABR,1986,36.4
6,ABR,1986,29.8
7,ABR,1986,29.3
8,ABR,1986,35
9,ABR,1986,35.5
10,ABR,1986,42.3
11,ABR,1986,37.8
12,ABR,1986,39.5
13,ABR,1986,37.3
14,ABR,1986,43.4
15,ABR,1986,60.4
16,ABR,1986,50.7
17,ABR,1986,44.5
18,ABR,1986,47.2
19,ABR,1986,40.6
20,ABR,1986,48.5
21,ABR,1986,60.9
22,ABR,1986,64.1
23,ABR,1986,47.8
24,ABR,1986,41.6
25,ABR,1986,37.5
26,ABR,1986,36.9
27,ABR,1986,34.1
28,ABR,1986,34.1
29,ABR,1986,32.3
30,ABR,1986,34.7
31,ABR,1986,
1,MAY,1986,35.3
2,MAY,1986,32.3
3,MAY,1986,55.6
4,MAY,1986,51.2
5,MAY,1986,44.2
6,MAY,1986,50.6
7,MAY,1986,43.7
8,MAY,1986,56
9,MAY,1986,51.7
10,MAY,1986,62.5
11,MAY,1986,71.1
12,MAY,1986,127
13,MAY,1986,156
14,MAY,1986,126
15,MAY,1986,142
16,MAY,1986,93.6
17,MAY,1986,84.2
18,MAY,1986,82
19,MAY,1986,73.2
20,MAY,1986,70.5
21,MAY,1986,137
22,MAY,1986,155
23,MAY,1986,236
24,MAY,1986,247
25,MAY,1986,241
26,MAY,1986,250
27,MAY,1986,759
28,MAY,1986,1286
29,MAY,1986,543
30,MAY,1986,335
31,MAY,1986,243
1,JUN,1986,201
2,JUN,1986,172
3,JUN,1986,180
4,JUN,1986,305
5,JUN,1986,250
6,JUN,1986,373
7,JUN,1986,348
8,JUN,1986,319
9,JUN,1986,290
10,JUN,1986,221
11,JUN,1986,187
12,JUN,1986,229
13,JUN,1986,234
14,JUN,1986,173
15,JUN,1986,159
16,JUN,1986,141
17,JUN,1986,133
18,JUN,1986,138
19,JUN,1986,122
20,JUN,1986,109
21,JUN,1986,116
22,JUN,1986,155
23,JUN,1986,137
24,JUN,1986,240
25,JUN,1986,355
26,JUN,1986,211
27,JUN,1986,177
28,JUN,1986,184
29,JUN,1986,230
30,JUN,1986,211
31,JUN,1986,
1,JUL,1986,216
2,JUL,1986,209
3,JUL,1986,204
4,JUL,1986,177
5,JUL,1986,176
6,JUL,1986,191
7,JUL,1986,166
8,JUL,1986,148
9,JUL,1986,161
10,JUL,1986,187
11,JUL,1986,187
12,JUL,1986,147
13,JUL,1986,157
14,JUL,1986,131
15,JUL,1986,133
16,JUL,1986,148
17,JUL,1986,156
18,JUL,1986,135
19,JUL,1986,137
20,JUL,1986,115
21,JUL,1986,106
22,JUL,1986,99.2
23,JUL,1986,100
24,JUL,1986,92.8
25,JUL,1986,86.6
26,JUL,1986,89.9
27,JUL,1986,97.8
28,JUL,1986,83.6
29,JUL,1986,77.8
30,JUL,1986,89.5
31,JUL,1986,75
1,AGO,1986,69.5
2,AGO,1986,69.5
3,AGO,1986,65.6
4,AGO,1986,73.8
5,AGO,1986,69.2
6,AGO,1986,74.8
7,AGO,1986,80.1
8,AGO,1986,79.6
9,AGO,1986,64.3
10,AGO,1986,69.6
11,AGO,1986,76.1
12,AGO,1986,95.2
13,AGO,1986,65.8
14,AGO,1986,101
15,AGO,1986,97
16,AGO,1986,77.8
17,AGO,1986,75
18,AGO,1986,72.2
19,AGO,1986,79.1
20,AGO,1986,87.5
21,AGO,1986,124
22,AGO,1986,164
23,AGO,1986,179
24,AGO,1986,177
25,AGO,1986,168
26,AGO,1986,130
27,AGO,1986,111
28,AGO,1986,103
29,AGO,1986,103
30,AGO,1986,118
31,AGO,1986,164
1,SET,1986,219
2,SET,1986,517
3,SET,1986,335
4,SET,1986,303
5,SET,1986,214
6,SET,1986,174
7,SET,1986,151
8,SET,1986,135
9,SET,1986,133
10,SET,1986,147
11,SET,1986,180
12,SET,1986,150
13,SET,1986,190
14,SET,1986,230
15,SET,1986,229
16,SET,1986,216
17,SET,1986,175
18,SET,1986,172
19,SET,1986,169
20,SET,1986,139
21,SET,1986,156
22,SET,1986,181
23,SET,1986,147
24,SET,1986,224
25,SET,1986,239
26,SET,1986,275
27,SET,1986,372
28,SET,1986,275
29,SET,1986,225
30,SET,1986,187
31,SET,1986,
1,OCT,1986,305
2,OCT,1986,319
3,OCT,1986,430
4,OCT,1986,461
5,OCT,1986,471
6,OCT,1986,307
7,OCT,1986,300
8,OCT,1986,412
9,OCT,1986,744
10,OCT,1986,831
11,OCT,1986,602
12,OCT,1986,503
13,OCT,1986,1111
14,OCT,1986,1173
15,OCT,1986,789
16,OCT,1986,730
17,OCT,1986,741
18,OCT,1986,795
19,OCT,1986,503
20,OCT,1986,624
21,OCT,1986,517
22,OCT,1986,487
23,OCT,1986,360
24,OCT,1986,378
25,OCT,1986,606
26,OCT,1986,533
27,OCT,1986,360
28,OCT,1986,354
29,OCT,1986,350
30,OCT,1986,324
31,OCT,1986,298
1,NOV,1986,287
2,NOV,1986,240
3,NOV,1986,213
4,NOV,1986,192
5,NOV,1986,176
6,NOV,1986,158
7,NOV,1986,147
8,NOV,1986,137
9,NOV,1986,140
10,NOV,1986,133
11,NOV,1986,128
12,NOV,1986,160
13,NOV,1986,192
14,NOV,1986,162
15,NOV,1986,149
16,NOV,1986,120
17,NOV,1986,117
18,NOV,1986,111
19,NOV,1986,123
20,NOV,1986,133
21,NOV,1986,150
22,NOV,1986,164
23,NOV,1986,124
24,NOV,1986,114
25,NOV,1986,109
26,NOV,1986,106
27,NOV,1986,139
28,NOV,1986,279
29,NOV,1986,156
30,NOV,1986,134
31,NOV,1986,
1,DIC,1986,116
2,DIC,1986,106
3,DIC,1986,99.2
4,DIC,1986,96
5,DIC,1986,92.8
6,DIC,1986,89.7
7,DIC,1986,86.6
8,DIC,1986,84
9,DIC,1986,82.5
10,DIC,1986,80
11,DIC,1986,78
12,DIC,1986,75
13,DIC,1986,73
14,DIC,1986,71.9
15,DIC,1986,70
16,DIC,1986,64.3
17,DIC,1986,61.8
18,DIC,1986,60.5
19,DIC,1986,59.3
20,DIC,1986,56.9
21,DIC,1986,54.6
22,DIC,1986,53.9
23,DIC,1986,53
24,DIC,1986,52.3
25,DIC,1986,51.1
26,DIC,1986,50
27,DIC,1986,48.9
28,DIC,1986,47.8
29,DIC,1986,46.8
30,DIC,1986,45.7
31,DIC,1986,45.7
1,ENE,1987,44.2
2,ENE,1987,43
3,ENE,1987,42.3
4,ENE,1987,41.6
5,ENE,1987,41.6
6,ENE,1987,39.7
7,ENE,1987,39.7
8,ENE,1987,37.8
9,ENE,1987,37.8
10,ENE,1987,36.8
11,ENE,1987,35.9
12,ENE,1987,35.9
13,ENE,1987,34.1
14,ENE,1987,33.9
15,ENE,1987,33.5
16,ENE,1987,33.2
17,ENE,1987,32.3
18,ENE,1987,32.1
19,ENE,1987,32
20,ENE,1987,31.7
21,ENE,1987,32.3
22,ENE,1987,33.7
23,ENE,1987,31.5
24,ENE,1987,30.6
25,ENE,1987,30.6
26,ENE,1987,34.1
27,ENE,1987,30.6
28,ENE,1987,29
29,ENE,1987,28.8
30,ENE,1987,28.5
31,ENE,1987,28.2
1,FEB,1987,27.4
2,FEB,1987,27.4
3,FEB,1987,26.6
4,FEB,1987,25.9
5,FEB,1987,25.9
6,FEB,1987,25.1
7,FEB,1987,26.3
8,FEB,1987,29
9,FEB,1987,25.9
10,FEB,1987,24.4
11,FEB,1987,24
12,FEB,1987,22.9
13,FEB,1987,24.2
14,FEB,1987,27
15,FEB,1987,24.4
16,FEB,1987,22.9
17,FEB,1987,23.1
18,FEB,1987,25.2
19,FEB,1987,25.9
20,FEB,1987,24.2
