humedad,temp,temp_max,temp_min,prep,soil_perfil,soil_superf,dir_viento,vel_viento,nino,caudal_minimo,fecha
,,,,,,,,,24.01,,1950-09-01
,,,,,,,,,24.17,,1950-10-01
,,,,,,,,,23.86,,1950-11-01
,,,,,,,,,24.15,,1950-12-01
,,,,,,,,,24.79,,1951-01-01
,,,,,,,,,25.65,,1951-02-01
,,,,,,,,,26.87,,1951-03-01
,,,,,,,,,27.37,,1951-04-01
,,,,,,,,,27.07,,1951-05-01
,,,,,,,,,26.66,,1951-06-01
,,,,,,,,,26.42,,1951-07-01
,,,,,,,,,25.52,,1951-08-01
,,,,,,,,,25.36,,1951-09-01
,,,,,,,,,25.58,,1951-10-01
,,,,,,,,,25.91,,1951-11-01
,,,,,,,,,25.84,,1951-12-01
,,,,,,,,,25.8,,1952-01-01
,,,,,,,,,26.37,,1952-02-01
,,,,,,,,,27.05,,1952-03-01
,,,,,,,,,27.27,,1952-04-01
,,,,,,,,,26.64,,1952-05-01
,,,,,,,,,25.7,,1952-06-01
,,,,,,,,,24.82,,1952-07-01
,,,,,,,,,24.44,,1952-08-01
,,,,,,,,,24.26,,1952-09-01
,,,,,,,,,24.36,,1952-10-01
,,,,,,,,,24.07,,1952-11-01
,,,,,,,,,24.67,,1952-12-01
,,,,,,,,,25.72,,1953-01-01
,,,,,,,,,26.63,,1953-02-01
,,,,,,,,,27.52,,1953-03-01
,,,,,,,,,27.72,,1953-04-01
,,,,,,,,,27.37,,1953-05-01
,,,,,,,,,26.88,,1953-06-01
,,,,,,,,,25.74,,1953-07-01
,,,,,,,,,25.06,,1953-08-01
,,,,,,,,,25.19,,1953-09-01
,,,,,,,,,25.1,,1953-10-01
,,,,,,,,,25.15,,1953-11-01
,,,,,,,,,25.43,,1953-12-01
,,,,,,,,,25.5,,1954-01-01
,,,,,,,,,26.27,,1954-02-01
,,,,,,,,,26.56,,1954-03-01
,,,,,,,,,25.61,,1954-04-01
,,,,,,,,,25.62,,1954-05-01
,,,,,,,,,25.04,,1954-06-01
,,,,,,,,,24.35,,1954-07-01
,,,,,,,,,23.56,,1954-08-01
,,,,,,,,,23.17,,1954-09-01
,,,,,,,,,23.32,,1954-10-01
,,,,,,,,,23.64,,1954-11-01
,,,,,,,,,23.68,,1954-12-01
,,,,,,,,,24.8,,1955-01-01
,,,,,,,,,25.7,,1955-02-01
,,,,,,,,,26.3,,1955-03-01
,,,,,,,,,26.27,,1955-04-01
,,,,,,,,,25.43,,1955-05-01
,,,,,,,,,24.93,,1955-06-01
,,,,,,,,,24.4,,1955-07-01
,,,,,,,,,23.66,,1955-08-01
,,,,,,,,,23.22,,1955-09-01
,,,,,,,,,22.58,,1955-10-01
,,,,,,,,,22.71,,1955-11-01
,,,,,,,,,23.14,,1955-12-01
,,,,,,,,,24.6,,1956-01-01
,,,,,,,,,25.7,,1956-02-01
,,,,,,,,,26.67,,1956-03-01
,,,,,,,,,26.92,,1956-04-01
,,,,,,,,,26.49,,1956-05-01
,,,,,,,,,25.77,,1956-06-01
,,,,,,,,,24.78,,1956-07-01
,,,,,,,,,24.06,,1956-08-01
,,,,,,,,,23.88,,1956-09-01
,,,,,,,,,23.91,,1956-10-01
,,,,,,,,,23.77,,1956-11-01
,,,,,,,,,24.02,,1956-12-01
,,,,,,,,,24.94,,1957-01-01
,,,,,,,,,26.2,,1957-02-01
,,,,,,,,,27.47,,1957-03-01
,,,,,,,,,27.86,,1957-04-01
,,,,,,,,,27.79,,1957-05-01
,,,,,,,,,27.31,,1957-06-01
,,,,,,,,,26.88,,1957-07-01
,,,,,,,,,26.0,,1957-08-01
,,,,,,,,,25.55,,1957-09-01
,,,,,,,,,25.6,,1957-10-01
,,,,,,,,,26.01,,1957-11-01
,,,,,,,,,26.48,,1957-12-01
,,,,,,,,,26.96,,1958-01-01
,,,,,,,,,27.44,,1958-02-01
,,,,,,,,,27.72,,1958-03-01
,,,,,,,,,27.81,,1958-04-01
,,,,,,,,,27.29,,1958-05-01
,,,,,,,,,26.57,,1958-06-01
,,,,,,,,,25.56,,1958-07-01
,,,,,,,,,24.91,,1958-08-01
,,,,,,,,,24.39,,1958-09-01
,,,,,,,,,24.48,,1958-10-01
,,,,,,,,,24.89,,1958-11-01
,,,,,,,,,24.81,,1958-12-01
,,,,,,,,,25.58,,1959-01-01
,,,,,,,,,26.35,,1959-02-01
,,,,,,,,,27.07,,1959-03-01
,,,,,,,,,27.45,,1959-04-01
,,,,,,,,,26.84,,1959-05-01
,,,,,,,,,26.07,,1959-06-01
,,,,,,,,,24.95,,1959-07-01
,,,,,,,,,24.25,,1959-08-01
,,,,,,,,,24.17,,1959-09-01
,,,,,,,,,24.54,,1959-10-01
,,,,,,,,,24.57,,1959-11-01
,,,,,,,,,24.75,,1959-12-01
,,,,,,,,,25.31,,1960-01-01
,,,,,,,,,25.93,,1960-02-01
,,,,,,,,,26.87,,1960-03-01
,,,,,,,,,27.15,,1960-04-01
,,,,,,,,,26.71,,1960-05-01
,,,,,,,,,25.86,,1960-06-01
,,,,,,,,,25.21,,1960-07-01
,,,,,,,,,24.79,,1960-08-01
,,,,,,,,,24.57,,1960-09-01
,,,,,,,,,24.11,,1960-10-01
,,,,,,,,,24.16,,1960-11-01
,,,,,,,,,24.57,,1960-12-01
,,,,,,,,,25.11,,1961-01-01
,,,,,,,,,26.2,,1961-02-01
,,,,,,,,,26.82,,1961-03-01
,,,,,,,,,27.31,,1961-04-01
,,,,,,,,,26.99,,1961-05-01
,,,,,,,,,26.29,,1961-06-01
,,,,,,,,,24.83,,1961-07-01
,,,,,,,,,24.09,,1961-08-01
,,,,,,,,,23.52,,1961-09-01
,,,,,,,,,23.69,,1961-10-01
,,,,,,,,,24.28,,1961-11-01
,,,,,,,,,24.58,,1961-12-01
,,,,,,,,,25.09,,1962-01-01
,,,,,,,,,25.97,,1962-02-01
,,,,,,,,,26.47,,1962-03-01
,,,,,,,,,26.47,,1962-04-01
,,,,,,,,,26.17,,1962-05-01
,,,,,,,,,25.67,,1962-06-01
,,,,,,,,,25.05,,1962-07-01
,,,,,,,,,24.64,,1962-08-01
,,,,,,,,,24.11,,1962-09-01
,,,,,,,,,24.14,,1962-10-01
,,,,,,,,,23.98,,1962-11-01
,,,,,,,,,24.08,,1962-12-01
,,,,,,,,,24.85,,1963-01-01
,,,,,,,,,25.79,,1963-02-01
,,,,,,,,,26.91,,1963-03-01
,,,,,,,,,27.43,,1963-04-01
,,,,,,,,,26.97,,1963-05-01
,,,,,,,,,26.58,,1963-06-01
,,,,,,,,,26.24,,1963-07-01
,,,,,,,,,25.68,,1963-08-01
,,,,,,,,,25.36,,1963-09-01
,,,,,,,,,25.41,,1963-10-01
,,,,,,,,,25.66,,1963-11-01
,,,,,,,,,25.98,,1963-12-01
,,,,,,,,,26.02,,1964-01-01
,,,,,,,,,26.31,,1964-02-01
,,,,,,,,,26.72,,1964-03-01
,,,,,,,,,26.19,,1964-04-01
,,,,,,,,,25.42,,1964-05-01
,,,,,,,,,24.99,,1964-06-01
,,,,,,,,,24.69,,1964-07-01
,,,,,,,,,23.55,,1964-08-01
,,,,,,,,,23.74,,1964-09-01
,,,,,,,,,23.76,,1964-10-01
,,,,,,,,,23.92,,1964-11-01
,,,,,,,,,23.73,,1964-12-01
,,,,,,,,,24.7,,1965-01-01
,,,,,,,,,25.86,,1965-02-01
,,,,,,,,,26.93,,1965-03-01
,,,,,,,,,27.47,,1965-04-01
,,,,,,,,,27.56,,1965-05-01
,,,,,,,,,27.09,,1965-06-01
,,,,,,,,,26.51,,1965-07-01
,,,,,,,,,26.13,,1965-08-01
,,,,,,,,,25.98,,1965-09-01
,,,,,,,,,26.09,,1965-10-01
,,,,,,,,,26.38,,1965-11-01
,,,,,,,,,26.45,,1965-12-01
,,,,,,,,,26.69,,1966-01-01
,,,,,,,,,26.9,,1966-02-01
,,,,,,,,,27.18,,1966-03-01
,,,,,,,,,27.3,,1966-04-01
,,,,,,,,,26.2,,1966-05-01
,,,,,,,,,25.89,,1966-06-01
,,,,,,,,,25.26,,1966-07-01
,,,,,,,,,24.35,,1966-08-01
,,,,,,,,,24.0,,1966-09-01
,,,,,,,,,24.24,,1966-10-01
,,,,,,,,,24.11,,1966-11-01
,,,,,,,,,24.13,,1966-12-01
,,,,,,,,,24.93,,1967-01-01
,,,,,,,,,25.91,,1967-02-01
,,,,,,,,,26.3,,1967-03-01
,,,,,,,,,26.35,,1967-04-01
,,,,,,,,,26.59,,1967-05-01
,,,,,,,,,26.24,,1967-06-01
,,,,,,,,,25.11,,1967-07-01
,,,,,,,,,24.13,,1967-08-01
,,,,,,,,,23.51,,1967-09-01
,,,,,,,,,23.62,,1967-10-01
,,,,,,,,,23.89,,1967-11-01
,,,,,,,,,23.99,,1967-12-01
,,,,,,,,,24.26,,1968-01-01
,,,,,,,,,24.83,,1968-02-01
,,,,,,,,,25.76,,1968-03-01
,,,,,,,,,26.49,,1968-04-01
,,,,,,,,,26.04,,1968-05-01
,,,,,,,,,26.19,,1968-06-01
,,,,,,,,,25.88,,1968-07-01
,,,,,,,,,25.15,,1968-08-01
,,,,,,,,,24.82,264.23,1968-09-30
,,,,,,,,,24.96,303.42,1968-10-01
,,,,,,,,,25.15,180.0,1968-11-16
,,,,,,,,,25.62,68.14,1968-12-31
,,,,,,,,,26.11,42.98,1969-01-31
,,,,,,,,,26.72,28.58,1969-02-28
,,,,,,,,,27.42,22.0,1969-03-25
,,,,,,,,,27.76,22.0,1969-04-08
,,,,,,,,,27.71,52.1,1969-05-08
,,,,,,,,,26.85,116.0,1969-06-22
,,,,,,,,,25.71,87.0,1969-07-21
,,,,,,,,,25.36,116.0,1969-08-02
,,,,,,,,,25.36,146.0,1969-09-14
,,,,,,,,,25.52,307.0,1969-10-29
,,,,,,,,,25.62,249.0,1969-11-04
,,,,,,,,,25.87,109.0,1969-12-30
,,,,,,,,,26.08,63.5,1970-01-05
,,,,,,,,,26.41,45.3,1970-02-28
,,,,,,,,,26.83,34.1,1970-03-22
,,,,,,,,,27.04,47.7,1970-04-05
,,,,,,,,,26.27,84.6,1970-05-01
,,,,,,,,,25.16,147.0,1970-06-09
,,,,,,,,,23.87,191.0,1970-07-07
,,,,,,,,,23.38,204.0,1970-08-14
,,,,,,,,,23.63,354.0,1970-09-12
,,,,,,,,,23.71,343.0,1970-10-19
,,,,,,,,,23.62,169.0,1970-11-29
,,,,,,,,,23.91,107.0,1970-12-31
,,,,,,,,,24.08,63.2,1971-01-31
,,,,,,,,,24.84,42.0,1971-02-21
,,,,,,,,,25.9,35.8,1971-03-13
,,,,,,,,,26.54,43.5,1971-04-13
,,,,,,,,,26.13,68.3,1971-05-01
,,,,,,,,,25.38,159.0,1971-06-27
,,,,,,,,,24.68,115.0,1971-07-27
,,,,,,,,,23.79,161.0,1971-08-01
,,,,,,,,,23.86,261.0,1971-09-01
,,,,,,,,,23.65,340.0,1971-10-06
,,,,,,,,,23.79,139.0,1971-11-30
,,,,,,,,,23.75,56.2,1971-12-31
,,,,,,,,,24.93,49.2,1972-01-31
,,,,,,,,,25.88,27.5,1972-02-29
,,,,,,,,,26.91,23.4,1972-03-27
,,,,,,,,,27.58,22.0,1972-04-04
,,,,,,,,,27.46,77.0,1972-05-07
,,,,,,,,,27.23,103.0,1972-06-30
,,,,,,,,,27.01,64.3,1972-07-18
,,,,,,,,,26.74,56.7,1972-08-08
,,,,,,,,,26.33,120.0,1972-09-13
,,,,,,,,,26.72,180.0,1972-10-30
,,,,,,,,,27.09,105.0,1972-11-30
,,,,,,,,,27.47,60.0,1972-12-16
,,,,,,,,,27.44,39.2,1973-01-31
,,,,,,,,,27.2,26.5,1973-02-27
,,,,,,,,,27.29,20.6,1973-03-28
,,,,,,,,,26.75,19.3,1973-04-05
,,,,,,,,,25.93,35.8,1973-05-04
,,,,,,,,,25.21,151.0,1973-06-10
,,,,,,,,,24.15,114.0,1973-07-14
,,,,,,,,,23.5,128.0,1973-08-15
,,,,,,,,,23.38,252.0,1973-09-23
,,,,,,,,,23.29,288.0,1973-10-01
,,,,,,,,,23.28,133.0,1973-11-14
,,,,,,,,,23.37,72.2,1973-12-28
,,,,,,,,,23.86,50.0,1974-01-28
,,,,,,,,,25.07,29.8,1974-02-25
,,,,,,,,,26.24,28.9,1974-03-22
,,,,,,,,,26.77,27.6,1974-04-20
,,,,,,,,,26.36,43.6,1974-05-02
,,,,,,,,,25.78,156.0,1974-06-08
,,,,,,,,,25.22,129.0,1974-07-10
,,,,,,,,,24.72,121.0,1974-08-09
,,,,,,,,,24.27,237.0,1974-09-07
,,,,,,,,,23.95,340.0,1974-10-16
,,,,,,,,,24.0,127.0,1974-11-30
,,,,,,,,,24.19,17.8,1974-12-12
,,,,,,,,,25.12,34.1,1975-01-29
,,,,,,,,,25.56,25.9,1975-02-24
,,,,,,,,,26.34,23.2,1975-03-27
,,,,,,,,,27.01,18.9,1975-04-24
,,,,,,,,,26.16,35.3,1975-05-01
,,,,,,,,,25.22,131.0,1975-06-14
,,,,,,,,,24.61,144.0,1975-07-01
,,,,,,,,,24.04,151.0,1975-08-13
,,,,,,,,,23.5,320.0,1975-09-18
,,,,,,,,,23.37,386.0,1975-10-11
,,,,,,,,,23.67,241.0,1975-11-29
,,,,,,,,,23.41,81.0,1975-12-30
,,,,,,,,,23.76,6.8,1976-01-06
,,,,,,,,,25.3,26.3,1976-02-29
,,,,,,,,,26.53,20.5,1976-03-23
,,,,,,,,,26.92,18.6,1976-04-06
,,,,,,,,,26.91,,1976-05-01
,,,,,,,,,26.94,106.0,1976-06-16
,,,,,,,,,26.24,59.9,1976-07-31
,,,,,,,,,25.87,55.1,1976-08-20
,,,,,,,,,25.72,69.4,1976-09-13
,,,,,,,,,25.89,190.0,1976-10-29
,,,,,,,,,25.88,119.0,1976-11-28
,,,,,,,,,25.89,39.5,1976-12-31
,,,,,,,,,26.54,25.3,1977-01-31
,,,,,,,,,26.96,18.8,1977-02-28
,,,,,,,,,27.42,14.2,1977-03-29
,,,,,,,,,26.94,13.1,1977-04-25
,,,,,,,,,26.87,21.5,1977-05-06
,,,,,,,,,26.43,57.2,1977-06-28
,,,,,,,,,25.57,27.4,1977-07-30
,,,,,,,,,24.73,11.0,1977-08-30
,,,,,,,,,24.87,68.2,1977-09-10
,,,,,,,,,25.25,161.0,1977-10-09
,,,,,,,,,25.3,149.0,1977-11-30
,,,,,,,,,25.48,61.8,1977-12-31
,,,,,,,,,25.79,31.3,1978-01-31
,,,,,,,,,26.41,23.3,1978-02-28
,,,,,,,,,26.75,18.4,1978-03-21
,,,,,,,,,26.64,29.0,1978-04-07
,,,,,,,,,26.1,77.8,1978-05-15
,,,,,,,,,25.65,85.3,1978-06-22
,,,,,,,,,24.95,120.0,1978-07-01
,,,,,,,,,24.1,87.9,1978-08-24
,,,,,,,,,24.18,154.0,1978-09-01
,,,,,,,,,24.57,234.0,1978-10-10
,,,,,,,,,24.79,101.0,1978-11-30
,,,,,,,,,25.24,51.4,1978-12-31
,,,,,,,,,25.34,29.7,1979-01-31
,,,,,,,,,26.12,24.1,1979-02-21
,,,,,,,,,27.15,19.7,1979-03-31
,,,,,,,,,27.65,19.7,1979-04-01
,,,,,,,,,27.2,,1979-05-01
,,,,,,,,,26.47,,1979-06-01
,,,,,,,,,25.49,,1979-07-01
,,,,,,,,,25.25,,1979-08-01
,,,,,,,,,25.48,,1979-09-01
,,,,,,,,,25.42,,1979-10-01
,,,,,,,,,25.5,,1979-11-01
,,,,,,,,,25.66,,1979-12-01
,,,,,,,,,26.04,,1980-01-01
,,,,,,,,,26.44,,1980-02-01
,,,,,,,,,27.03,,1980-03-01
,,,,,,,,,27.38,,1980-04-01
,,,,,,,,,27.1,25.4,1980-05-04
,,,,,,,,,26.7,103.0,1980-06-07
,,,,,,,,,25.57,72.2,1980-07-05
,,,,,,,,,24.78,130.0,1980-08-05
,,,,,,,,,24.72,115.0,1980-09-06
,,,,,,,,,24.56,142.0,1980-10-28
,,,,,,,,,25.0,220.0,1980-11-01
,,,,,,,,,25.23,95.6,1980-12-26
